App,Report Title,Tool,MetaData.Column.Name,Metric,Output
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Toured to Applied Duration,"For example:
- If 10 leads toured on 1st January 
- 4 of them applied. 
      * 1 first toured on 5th January 
      * 1 first toured on 6th January
      * 1 first toured on 7th January
      * 1 first toured on 8th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Toured to Applied Duration for the leads is 4.0, 5.0, 6.0, and 7.0 days respectively.
- The 75th percentile value for this distribution is 6.0 days
- Therefore, the Toured to Applied Duration for the property is 6.0 days."
ChatCDP,Conversion Analytics,Metadata,Lede,Lead to Toured Duration,It is the time taken in days for a  created lead to take the first tour.
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,"If a lead, after creation, takes 3 days and 12 hours to schedule a tour, The Lead to Toured Duration is 3.5 days "
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,"This allows us to assess:
- The quality of the leads. 
- The efficiency of the lead-to-tour process. 
- Seasonal demand patterns and market trends."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Duration,"We calculate this as follows:
- We note down the time when all leads for a property are created within a specific time frame. (Time of contact creation)
- We record when the first tour is taken by these leads. (Time of the initial tour)
- For each lead, we calculate the Lead to Toured Duration by taking the difference between the time of initial tour and the time of contact creation (in days).
- From this range of time differences, we identify the value at the 75th percentile. This value represents the Lead to Toured Duration for the property."
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Duration,"For example:
- If 10 were created on 1st January 
- 4 of them toured. 
      * 1 first toured on 2nd January 
      * 1 first toured on 3rd January
      * 1 first toured on 4th January
      * 1 first toured on 5th January
(For the sake of simplicity we are assuming time to be the same each day, say 11:00 AM)
- Lead to Toured Duration for the leads is 1.0, 2.0, 3.0, and 4.0 days respectively.
- The 75th percentile value is 3.0 days
- Therefore, the Lead to Toured Duration for the property is 3.0 days."
ChatCDP,Conversion Analytics,Metadata,Lede,Applied to Leased Ratio,It is the percentage of leads who lease after submitting an application.
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Applied to Leased Ratio,"If 10 leads apply and 5 out of those finally lease, the Applied to Leased Ratio is 50%."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Applied to Leased Ratio,"This allows us to assess:
- The quality of the applicants.
- The efficiency of the leasing process.
- The preferences of successful applicants."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Applied to Leased Ratio,"We calculate this as follows:
- We take the number of leads who apply in the given period. (#Applied)
- We determine how many of them lease, irrespective of time. (#Leased)
- Applied to Leased Rate = (#Leased/#Applied)*100 %"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Applied to Leased Ratio,"For example:
- If 10 leads applied  in the month of January
- 5 of them leased. 3 leased in January and 2 leased in February.
- Applied to Leased Rate for January is 50%."
ChatCDP,Conversion Analytics,Metadata,Lede,Toured to Applied Ratio,It is the percentage of leads applying after taking a tour.
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Toured to Applied Ratio,"If 10 leads toured and 2 out of those applied, the Toured to Applied Ratio is 20%."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Toured to Applied Ratio,"This allows us to assess:
- The quality of the sales process.
- The degree to which the tour aligns with the prospect’s preferences. 
- The effectiveness of touring experience."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Toured to Applied Ratio,"We calculate this as follows:
- We take the number of leads who toured the given period. (#Toured)
- We determine how many of them apply, irrespective of time. (#Applied)
- Toured to Applied Rate = (#Applied/#Toured)*100 %"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Toured to Applied Ratio,"For example:
- If 10 leads toured in the month of January
- 2 of them have applied. 1 applied in January and 1 applied in February.
- Toured to Applied Rate for January is 20%."
ChatCDP,Conversion Analytics,Metadata,Lede,Lead to Toured Ratio,It is the percentage of leads taking the first tour.
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Ratio,"If 10 leads were created and 4 toured, the Lead to Toured Ratio is 40%."
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Ratio,"This allows us to assess:
- The quality of the leads. 
- The efficiency of the lead-to-tour process. 
- Seasonal demand patterns and market trends."
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,"We calculate this as follows:
- We take the number of leads created in the given period. (#Leads)
- We determine how many of them have taken the first tour, irrespective of time. (#Toured)
- Lead to Toured Rate = (#Toured/#Leads)*100 %"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,"For example:
- If 10 leads were created in the month of January
- 4 of them have toured. 2 first toured in January and 2 first toured in February.
- Lead to Toured Rate for January is 40%."
