App,Report Title,Tool,MetaData.Column.Name,Metric,Data Variant,Instruction,Input,Output
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Ratio,Clean,Why do we need to measure this metric?,Contact to Toured Ratio,It allows the PMC to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Ratio,Clean,Why do we need to measure this metric?,Prospect to Toured Ratio,It allows the PMC to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Ratio,Clean,Why do we need to measure this metric?,Prospect to Toured %,It allows the PMC to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Conversion Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,L2T %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,L2T Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Lead to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Contact to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Contact to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Prospect to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Prospect to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Conversion Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,L2T %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,L2T Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Lead to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Contact to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Contact to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Prospect to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Prospect to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Conversion Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,L2T %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,L2T Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Lead to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Contact to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Contact to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Prospect to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,Prospect to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Conversion Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,L2T %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,L2T Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Lead to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Contact to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Contact to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Prospect to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Prospect to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Conversion Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,L2T %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,L2T Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Lead to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Contact to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Contact to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Prospect to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Prospect to Toured %,We calculate this as follows: - Calculate the average conversion rate for all PMCs onboarded with Hyly for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for Multifamily.
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Lead to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Conversion Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,L2T %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,L2T Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Lead to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Contact to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Contact to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Prospect to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Prospect to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Lead to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Conversion Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,L2T %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,L2T Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Lead to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Contact to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
ChatCDP,Conversion Analytics,Metadata,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Contact to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
