instruction,input,output,metric,hierarchy,metadata_column_name,alias,question,data_variant,metric_name_requested,information_requested
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does the benchmark for Applied to Leased Duration represent for my organization?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does the benchmark for Applied to Leased Duration represent for my organization?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,Applied to Leased Duration,What does the benchmark for Applied to Leased Duration represent for my organization?,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what the benchmark for Applied to Leased Duration is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what the benchmark for Applied to Leased Duration is', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,Applied to Leased Duration,Describe what the benchmark for Applied to Leased Duration is,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of the benchmark for Applied to Leased Duration for my PMC', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of the benchmark for Applied to Leased Duration for my PMC', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,Applied to Leased Duration,State the meaning of the benchmark for Applied to Leased Duration for my PMC,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is the benchmark for Applied to Leased Duration', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is the benchmark for Applied to Leased Duration', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,Applied to Leased Duration,What is the benchmark for Applied to Leased Duration,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define the benchmark for A2L Duration ?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define the benchmark for A2L Duration ?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,A2L Duration,How do you define the benchmark for A2L Duration ?,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does the benchmark for A2L Duration represent for my organization?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does the benchmark for A2L Duration represent for my organization?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,A2L Duration,What does the benchmark for A2L Duration represent for my organization?,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what the benchmark for A2L Duration is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what the benchmark for A2L Duration is', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,A2L Duration,Describe what the benchmark for A2L Duration is,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of the benchmark for A2L Duration for my PMC', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of the benchmark for A2L Duration for my PMC', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,A2L Duration,State the meaning of the benchmark for A2L Duration for my PMC,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is the benchmark for A2L Duration', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is the benchmark for A2L Duration', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Duration,PMC Level,Lede + Lede.Example,A2L Duration,What is the benchmark for A2L Duration,Clean,applied-to-leased-duration-benchmark,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Provide an example of the benchmark for Applied to Leased Duration', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Provide an example of the benchmark for Applied to Leased Duration', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,Applied to Leased Duration,Provide an example of the benchmark for Applied to Leased Duration,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can the benchmark for Applied to Leased Duration be exemplified?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can the benchmark for Applied to Leased Duration be exemplified?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,Applied to Leased Duration,How can the benchmark for Applied to Leased Duration be exemplified?,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Illustrate the benchmark for Applied to Leased Duration', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Illustrate the benchmark for Applied to Leased Duration', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,Applied to Leased Duration,Illustrate the benchmark for Applied to Leased Duration,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is a case in point for the benchmark for Applied to Leased Duration?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is a case in point for the benchmark for Applied to Leased Duration?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,Applied to Leased Duration,What is a case in point for the benchmark for Applied to Leased Duration?,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can you demonstrate the benchmark for Applied to Leased Duration?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can you demonstrate the benchmark for Applied to Leased Duration?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,Applied to Leased Duration,How can you demonstrate the benchmark for Applied to Leased Duration?,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Provide an example of the benchmark for A2L Duration', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Provide an example of the benchmark for A2L Duration', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,A2L Duration,Provide an example of the benchmark for A2L Duration,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can the benchmark for A2L Duration be exemplified?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can the benchmark for A2L Duration be exemplified?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,A2L Duration,How can the benchmark for A2L Duration be exemplified?,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Illustrate the benchmark for A2L Duration', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Illustrate the benchmark for A2L Duration', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,A2L Duration,Illustrate the benchmark for A2L Duration,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is a case in point for the benchmark for A2L Duration?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is a case in point for the benchmark for A2L Duration?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,A2L Duration,What is a case in point for the benchmark for A2L Duration?,Clean,applied-to-leased-duration-benchmark,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can you demonstrate the benchmark for A2L Duration?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can you demonstrate the benchmark for A2L Duration?', 'metric_name_requested': 'applied-to-leased-duration-benchmark', 'information_requested': ['simple-example']}",Applied to Leased Duration,PMC Level,Lede.Example,A2L Duration,How can you demonstrate the benchmark for A2L Duration?,Clean,applied-to-leased-duration-benchmark,['simple-example']
