instruction,input,output
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Tours Scheduled for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Give me the Tours Scheduled for my property.', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Tours Scheduled for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Can you tell me the Tours Scheduled for my property?', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'What is the 1st Toured for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'What is the 1st Toured for my property?', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the 1st Toured for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Give me the 1st Toured for my property.', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the 1st Toured for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Can you tell me the 1st Toured for my property?', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Applied for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'What is the Applied for my property?', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Applied for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Give me the Applied for my property.', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Applied for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Can you tell me the Applied for my property?', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'What is the Leased for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'What is the Leased for my property?', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Give me the Leased for my property.', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Give me the Leased for my property.', 'Pivot Option Selected': 'classicAttribution'}"
"Given the Question, select a Pivot Option Name from the list of Pivot Option Names. If you do not find the option in this list, say I do not know.","{'Question': 'Can you tell me the Leased for my property?', 'Pivot Options': {'Name': ['conversionRatio', 'conversionVelocity', 'classicAttribution'], 'Pivot Selection Criteria': ['when ratio between values is dicussed', 'when duration between values is dicussed', ""when it's neither conversionRatio nor classicAttribution""]}}","{'Question': 'Can you tell me the Leased for my property?', 'Pivot Option Selected': 'classicAttribution'}"
