ID,MetaData.Column.Name,Metrics,DataSet_Variant,Instruction,Input,Output
16,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of L2T Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Lead to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Contact to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Contact to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Prospect to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Prospect to Toured %,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Give me a detailed example of Lead to Toured Ratio,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,What is a clear and detailed illustration of this measurement?,What is a clear and detailed illustration of Lead to Toured Ratio?,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,How can you illustrate this metric with a concrete case?,How can you illustrate Lead to Toured Ratio with a concrete case?,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
16,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a comprehensive example of how this metric is derived,Give me a comprehensive example of how Lead to Toured Ratio is derived,"For example: - There are 8 PMCs onboarded with Hyly (PMC1 PMC2, PMC3, PMC4, PMC5, PMC6, PMC7, and PMC8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of PMC2, PMC3, PMC4, PMC5 and PMC6 are satisfactory as they lie within the range. - Performance of PMC1 is not satisfactory (25.0%<benchmark range) - PMC7 and PMC8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Lead to Toured Ratio?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Conversion Ratio?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define L2T %?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define L2T Ratio?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Lead to Toured %?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Contact to Toured %?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Contact to Toured Ratio?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Prospect to Toured Ratio?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,How do you define this metric?,How do you define Prospect to Toured %?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,What does this metric represent?,What does Lead to Toured Ratio represent?,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,Describe what this metric is,Describe what Lead to Toured Ratio is,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,State the meaning of this metric,State the meaning of Lead to Toured Ratio,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede,Lead to Toured Ratio,Clean,Explain the concept of this metric,Explain the concept of Lead to Toured Ratio,A yardstick to evaluate the performance of a property relative to your Property Management Company (PMC). Performance of properties lying within this range is satisfactory for your PMC.
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Lead to Toured Ratio,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Conversion Ratio,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of L2T %,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of L2T Ratio,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Lead to Toured %,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Contact to Toured %,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Contact to Toured Ratio,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Prospect to Toured Ratio,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Provide an example of this metric,Provide an example of Prospect to Toured %,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,How can this metric be exemplified?,How can Lead to Toured Ratio be exemplified?,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,Illustrate this metric,Illustrate Lead to Toured Ratio,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,What is a case in point for this metric?,What is a case in point for Lead to Toured Ratio?,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Lede.Example,Lead to Toured Ratio,Clean,How can you demonstrate this metric?,How can you demonstrate Lead to Toured Ratio?,"For example, let’s say the PMC benchmark for lead to toured conversion rate lies between 20.0% to 30.0% Now, Lead to Toured ratio of: - 25.0% is satisfactory for your property. - 35.0% exceeds expectations. - 15.0% is not satisfactory."
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Lead to Toured Ratio important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Conversion Ratio important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is L2T % important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is L2T Ratio important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Lead to Toured % important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Contact to Toured % important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Contact to Toured Ratio important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Prospect to Toured Ratio important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why is this metric important?,Why is Prospect to Toured % important?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,How is this metric applied from a marketing standpoint?,How is Lead to Toured Ratio applied from a marketing standpoint?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,What is business use case of this metric?,What is business use case of Lead to Toured Ratio?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,What is the value of this metric?,What is the value of Lead to Toured Ratio?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Why it matters?,Lead to Toured Ratio,Clean,Why do we need to measure this metric?,Why do we need to measure Lead to Toured Ratio?,It allows the property to: - Identify areas of improvement. - Assess the quality of lead sources. - Gain insights into best practices.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Conversion Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on L2T %,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on L2T Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Lead to Toured %,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Contact to Toured %,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Contact to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Prospect to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Elaborate on this metric,Elaborate on Prospect to Toured %,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Give me a detailed explanation of this metric.,Give me a detailed explanation of Lead to Toured Ratio.,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,How do I calculate this metric?,How do I calculate Lead to Toured Ratio?,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Go deeper about this metric,Go deeper about Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper,Lead to Toured Ratio,Clean,Provide a thorough description and computation of this metric,Provide a thorough description and computation of Lead to Toured Ratio,We calculate this as follows: - Calculate the average conversion rate for all properties within a PMC for a given time range. - Calculate the 25th and 75th percentile values from this conversion rate distribution. - This range between the 25th and 75th percentile defines the Benchmark for the PMC.
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Lead to Toured Ratio,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Conversion Ratio,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of L2T %,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of L2T Ratio,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Lead to Toured %,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Contact to Toured %,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Contact to Toured Ratio,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Prospect to Toured Ratio,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Show me a thorough demonstration of this metric,Show me a thorough demonstration of Prospect to Toured %,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,Give me a detailed example of this metric,Give me a detailed example of Lead to Toured Ratio,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
10,Godeeper.Example,Lead to Toured Ratio,Clean,What is a clear and detailed illustration of this measurement?,What is a clear and detailed illustration of Lead to Toured Ratio?,"For example: - There are 8 properties in a PMC (Pr1 Pr2, Pr3, Pr4, Pr5, Pr6, Pr7, and Pr8) with average conversion rates of 25.0%,30.0%,35.0%,40.0%, 45.0%,50.0%,55.0%, and 60.0% respectively for the month of January. - The 25th percentile value for this property distribution is 30.0% - The 75th percentile value is 50.0%. - The benchmark is 30.0% to 50.0% - The performance of Pr2, Pr3, Pr4, Pr5 and Pr6 are satisfactory as they lie within the range. - Performance of Pr1 is not satisfactory (25.0%<benchmark range) - Pr7 and Pr8 are excelling. (55.0% and 60.0% > benchmark range)"
